County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
Lackawanna,57612,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Centre,1096.643305,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Greene,10423,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Northumberland,1608.080062,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Fayette,40669,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Butler,36254,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Erie,64835,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Dauphin,42474,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q3,07/01/2017,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Allegheny,233834,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,2,02,42,003,"(40.4673554298, -79.9861984282)"
Forest,1237,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Clearfield,18976,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Pennsylvania,1820.281336,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
Lehigh,1731.024246,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Indiana,2144.597601,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Columbia,1987.198932,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Centre,947.4978483,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Clinton,1723.678137,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,18,18,42,035,"(41.2328627374, -77.6428376046)"
York,56292,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Lebanon,1815.189547,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Forest,1100.452241,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Greene,6857,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,30,30,42,059,"(39.8548039342, -80.2294381655)"
Mercer,2589.530201,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
Erie,1984.25736,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Northampton,1550.139253,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,48,48,42,095,"(40.754595404, -75.3126372576)"
Northumberland,18558,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q3,07/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Westmoreland,2299.937328,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,65,65,42,129,"(40.3103149985, -79.471341176)"
Dauphin,36753,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Blair,3296.613396,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,7,07,42,013,"(40.4855502384, -78.349076871)"
Adams,1442.01454,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Cumberland,1474.570713,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,21,21,42,041,"(40.167598388, -77.268662705)"
Franklin,1919.550812,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Juniata,1292.730685,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,34,34,42,067,"(40.5343300836, -77.405775001)"
Washington,1576.812126,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Fulton,2269,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Lancaster,1254.073011,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Fulton,1778.61549,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Lebanon,28042,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Adams,924.4058787,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,1,01,42,001,"(39.8720956503, -77.2222427076)"
Delaware,1747.577458,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,23,23,42,045,"(39.9165786652, -75.4062771212)"
McKean,8227,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,42,42,42,083,"(41.810370736, -78.5712201998)"
Beaver,2090.104731,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Clarion,1940.818555,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Fayette,2813.754715,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Bedford,7222,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Tioga,1635.574731,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,59,59,42,117,"(41.7733383358, -77.2578807579)"
Schuylkill,2060.265556,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,54,54,42,107,"(40.707512431, -76.223323851)"
Fayette,35342,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,26,26,42,051,"(39.919447803, -79.6518963464)"
Huntingdon,6776,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Philadelphia,1358.991892,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,51,51,42,101,"(40.0044435384, -75.140236002)"
Luzerne,57660,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,40,40,42,079,"(41.1783643884, -75.991996098)"
Potter,2427,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Elk,5970,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q2,04/01/2017,,24,24,42,047,"(41.4281941606, -78.6494771322)"
Armstrong,1749.489656,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Pennsylvania,2187716,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,0,00,42,000,"(39.346129, -75.167756)"
Wayne,1981.251831,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Pike,6964,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,52,52,42,103,"(41.332571995, -75.0327092448)"
Lancaster,75804,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Pennsylvania,2009.187901,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q3,07/01/2016,,0,00,42,000,"(39.346129, -75.167756)"
Monroe,31021,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Washington,43771,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,63,63,42,125,"(40.1910966345, -80.2518008276)"
Chester,67372,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q3,07/01/2016,,15,15,42,029,"(39.9748705566, -75.7562649818)"
Butler,2019.742609,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Crawford,1770.215532,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,20,20,42,039,"(41.6854690692, -80.1132108295)"
Clearfield,2244.588066,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,17,17,42,033,"(41.0004290024, -78.4755834299)"
Forest,611,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,27,27,42,053,"(41.5135787577, -79.2378099483)"
Erie,1902.120266,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Armstrong,2335.547363,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,3,03,42,005,"(40.8150952555, -79.4731689893)"
Centre,799.8278618,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,14,14,42,027,"(40.9193135008, -77.8250011212)"
York,1224.22536,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,67,67,42,133,"(39.9219253124, -76.7257605231)"
Northumberland,19766,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,49,49,42,097,"(40.8515092572, -76.7118842273)"
Montour,1462.894046,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Union,1406.88418,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Fulton,1686.771761,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Blair,27810,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,7,07,42,013,"(40.4855502384, -78.349076871)"
Clarion,1882.573197,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Luzerne,74267,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,40,40,42,079,"(41.1783643884, -75.991996098)"
Franklin,1657.027633,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Lebanon,24110,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,38,38,42,075,"(40.3675970024, -76.4618257486)"
Fayette,3035.573062,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,26,26,42,051,"(39.919447803, -79.6518963464)"
Jefferson,6709,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,33,33,42,065,"(41.1313909115, -79.0010181419)"
Fulton,2162,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,29,29,42,057,"(39.9248751086, -78.1148504535)"
Lancaster,1233.811565,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Mercer,32474,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,43,43,42,085,"(41.302377765, -80.2600941079)"
Somerset,1847.626206,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,56,56,42,111,"(39.9714629901, -79.0310020611)"
Beaver,1837.967979,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q3,07/01/2018,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Potter,1722.413998,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,53,53,42,105,"(41.7442064382, -77.8987922939)"
Lehigh,47130,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,39,39,42,077,"(40.6146479416, -75.6009948118)"
Wayne,1911.532077,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q4,10/01/2017,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Erie,1900.116922,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,25,25,42,049,"(41.9941378702, -80.0407591036)"
Lycoming,20714,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,41,41,42,081,"(41.3445979226, -77.069424568)"
McKean,2333.413985,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,42,42,42,083,"(41.810370736, -78.5712201998)"
Mifflin,7480,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q3,07/01/2018,,44,44,42,087,"(40.6127492804, -77.6200308901)"
Indiana,12450,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,32,32,42,063,"(40.6529549748, -79.0933349286)"
Bradford,9248,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q4,10/01/2018,,8,08,42,015,"(41.7911781401, -76.5182562384)"
Delaware,94509,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q1,01/01/2017,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Clarion,1646.731499,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,16,16,42,031,"(41.1927912877, -79.4248360769)"
Huntingdon,1725.176409,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Juniata,4743,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,34,34,42,067,"(40.5343300836, -77.405775001)"
Delaware,100057,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q3,07/01/2016,,23,23,42,045,"(39.9165786652, -75.4062771212)"
Beaver,38590,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,4,04,42,007,"(40.6834924548, -80.3510735648)"
Schuylkill,35476,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2016,2016 Q4,10/01/2016,,54,54,42,107,"(40.707512431, -76.223323851)"
Sullivan,682,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2016,2016 Q4,10/01/2016,,57,57,42,113,"(41.4480993958, -76.5147922046)"
Bedford,6858,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,5,05,42,009,"(40.0073753643, -78.4911647381)"
Huntingdon,1416.543932,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,31,31,42,061,"(40.4161050032, -77.9827661036)"
Susquehanna,1081.371233,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,58,58,42,115,"(41.8205685982, -75.8025030296)"
Dauphin,34847,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q4,10/01/2018,,22,22,42,043,"(40.4197463597, -76.7796056802)"
Snyder,5683,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q3,07/01/2018,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Butler,1936.742416,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q1,01/01/2017,,10,10,42,019,"(40.9108318483, -79.9171177889)"
Centre,984.1386942,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2017,2017 Q2,04/01/2017,,14,14,42,027,"(40.9193135008, -77.8250011212)"
Franklin,1779.050015,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,28,28,42,055,"(39.9278619704, -77.7239884483)"
Montour,1489.163748,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,47,47,42,093,"(41.0280182438, -76.6647052668)"
Lycoming,1924.526313,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,41,41,42,081,"(41.3445979226, -77.069424568)"
Wayne,1856.45933,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,64,64,42,127,"(41.6496980525, -75.3051535022)"
Perry,8569,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,50,50,42,099,"(40.4041531744, -77.2590738496)"
Clinton,7659,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q4,10/01/2017,,18,18,42,035,"(41.2328627374, -77.6428376046)"
Lancaster,71257,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q2,04/01/2018,,36,36,42,071,"(40.0459079619, -76.2513876838)"
Cumberland,1315.092815,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2018,2018 Q4,10/01/2018,,21,21,42,041,"(40.167598388, -77.268662705)"
Columbia,1672.632409,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q1,01/01/2018,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Columbia,2008.736274,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,19,19,42,037,"(41.0491208559, -76.4100217975)"
Union,6604,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2017,2017 Q1,01/01/2017,,60,60,42,119,"(40.9647313096, -77.0641580308)"
Lackawanna,2857.596994,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Dispensations (by pharmacy location) per 10,000 Population",Quarterly Rates,2016,2016 Q4,10/01/2016,,35,35,42,069,"(41.4391006428, -75.6121834524)"
Luzerne,64200,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q4,10/01/2017,,40,40,42,079,"(41.1783643884, -75.991996098)"
Monroe,26068,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2018,2018 Q1,01/01/2018,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Westmoreland,78070,Opioids (All Schedules) - excluding Buprenorphine,Number of Prescriptions (by patient location),Quarterly Counts,2017,2017 Q2,04/01/2017,,65,65,42,129,"(40.3103149985, -79.471341176)"
Snyder,1368.348815,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2018,2018 Q2,04/01/2018,,55,55,42,109,"(40.7711373692, -77.0725596804)"
Monroe,1628.6612,Opioids (All Schedules) - excluding Buprenorphine,"Rate of Prescriptions (by patient location) per 10,000 Population",Quarterly Rates,2017,2017 Q3,07/01/2017,,45,45,42,089,"(41.0609178653, -75.3408360302)"
Wyoming,3714,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q2,04/01/2018,,66,66,42,131,"(41.5189248803, -76.0181300338)"
Pike,5123,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations (by pharmacy location),Quarterly Counts,2018,2018 Q1,01/01/2018,,52,52,42,103,"(41.332571995, -75.0327092448)"
